audit_question_id,tier,conversation_id,ability,category,source_shape,source_field_present,conversation_reference_present,conversation_references_present,raw_source_ref_count,unique_source_id_count,matched_source_id_count,unmatched_source_id_count,ambiguous_source_id_count,duplicate_source_ref_id_count,source_parse_error
1M::21::multi_session_reasoning::2,1M,21,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,10,10,10,0,0,0,
1M::21::preference_following::1,1M,21,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
1M::21::preference_following::2,1M,21,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
1M::21::summarization::1,1M,21,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,84,84,84,0,0,0,
1M::21::summarization::2,1M,21,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,28,28,28,0,0,0,
1M::21::temporal_reasoning::1,1M,21,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::21::temporal_reasoning::2,1M,21,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,4,3,3,0,0,1,
1M::22::abstention::1,1M,22,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::22::abstention::2,1M,22,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::22::contradiction_resolution::1,1M,22,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::22::contradiction_resolution::2,1M,22,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::22::event_ordering::1,1M,22,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,44,44,44,0,0,0,
1M::22::event_ordering::2,1M,22,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,39,39,39,0,0,0,
1M::22::information_extraction::1,1M,22,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
1M::22::information_extraction::2,1M,22,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,
1M::22::instruction_following::1,1M,22,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::22::instruction_following::2,1M,22,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::22::knowledge_update::1,1M,22,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::22::knowledge_update::2,1M,22,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::22::multi_session_reasoning::1,1M,22,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,
1M::22::multi_session_reasoning::2,1M,22,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,9,9,9,0,0,0,
1M::22::preference_following::1,1M,22,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
1M::22::preference_following::2,1M,22,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,6,6,6,0,0,0,
1M::22::summarization::1,1M,22,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,28,28,28,0,0,0,
1M::22::summarization::2,1M,22,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,7,7,7,0,0,0,
1M::22::temporal_reasoning::1,1M,22,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::22::temporal_reasoning::2,1M,22,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::23::abstention::1,1M,23,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::23::abstention::2,1M,23,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::23::contradiction_resolution::1,1M,23,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::23::contradiction_resolution::2,1M,23,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::23::event_ordering::1,1M,23,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,24,24,24,0,0,0,
1M::23::event_ordering::2,1M,23,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,35,35,35,0,0,0,
1M::23::information_extraction::1,1M,23,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
1M::23::information_extraction::2,1M,23,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,3,3,3,0,0,0,
1M::23::instruction_following::1,1M,23,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::23::instruction_following::2,1M,23,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::23::knowledge_update::1,1M,23,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,
1M::23::knowledge_update::2,1M,23,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::23::multi_session_reasoning::1,1M,23,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
1M::23::multi_session_reasoning::2,1M,23,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,
1M::23::preference_following::1,1M,23,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
1M::23::preference_following::2,1M,23,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
1M::23::summarization::1,1M,23,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,26,26,26,0,0,0,
1M::23::summarization::2,1M,23,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,20,20,20,0,0,0,
1M::23::temporal_reasoning::1,1M,23,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::23::temporal_reasoning::2,1M,23,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::24::abstention::1,1M,24,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::24::abstention::2,1M,24,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::24::contradiction_resolution::1,1M,24,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::24::contradiction_resolution::2,1M,24,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::24::event_ordering::1,1M,24,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,9,9,9,0,0,0,
1M::24::event_ordering::2,1M,24,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,19,19,19,0,0,0,
1M::24::information_extraction::1,1M,24,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
1M::24::information_extraction::2,1M,24,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,4,4,4,0,0,0,
1M::24::instruction_following::1,1M,24,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::24::instruction_following::2,1M,24,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::24::knowledge_update::1,1M,24,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::24::knowledge_update::2,1M,24,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,1,1,1,0,0,0,
1M::24::multi_session_reasoning::1,1M,24,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,
1M::24::multi_session_reasoning::2,1M,24,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
1M::24::preference_following::1,1M,24,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
1M::24::preference_following::2,1M,24,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
1M::24::summarization::1,1M,24,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,10,10,10,0,0,0,
1M::24::summarization::2,1M,24,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,21,21,21,0,0,0,
1M::24::temporal_reasoning::1,1M,24,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,
1M::24::temporal_reasoning::2,1M,24,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,5,5,5,0,0,0,
1M::25::abstention::1,1M,25,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::25::abstention::2,1M,25,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::25::contradiction_resolution::1,1M,25,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::25::contradiction_resolution::2,1M,25,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::25::event_ordering::1,1M,25,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,35,35,35,0,0,0,
1M::25::event_ordering::2,1M,25,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,26,26,26,0,0,0,
1M::25::information_extraction::1,1M,25,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
1M::25::information_extraction::2,1M,25,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,
1M::25::instruction_following::1,1M,25,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::25::instruction_following::2,1M,25,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::25::knowledge_update::1,1M,25,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,
1M::25::knowledge_update::2,1M,25,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,5,5,5,0,0,0,
1M::25::multi_session_reasoning::1,1M,25,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,
1M::25::multi_session_reasoning::2,1M,25,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,8,8,8,0,0,0,
1M::25::preference_following::1,1M,25,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
1M::25::preference_following::2,1M,25,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
1M::25::summarization::1,1M,25,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,64,64,64,0,0,0,
1M::25::summarization::2,1M,25,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,11,11,11,0,0,0,
1M::25::temporal_reasoning::1,1M,25,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::25::temporal_reasoning::2,1M,25,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,
1M::26::abstention::1,1M,26,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::26::abstention::2,1M,26,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::26::contradiction_resolution::1,1M,26,contradiction_resolution,SOURCE_AMBIGUOUS_OR_MISSING,DICT,True,False,True,4,4,0,0,4,0,
1M::26::contradiction_resolution::2,1M,26,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,
1M::26::event_ordering::1,1M,26,event_ordering,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,True,30,30,23,0,7,0,
1M::26::event_ordering::2,1M,26,event_ordering,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,True,27,27,22,0,5,0,
1M::26::information_extraction::1,1M,26,information_extraction,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,True,False,1,1,0,0,1,0,
1M::26::information_extraction::2,1M,26,information_extraction,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,True,False,3,3,0,0,3,0,
1M::26::instruction_following::1,1M,26,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::26::instruction_following::2,1M,26,instruction_following,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,False,1,1,0,0,1,0,
1M::26::knowledge_update::1,1M,26,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::26::knowledge_update::2,1M,26,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::26::multi_session_reasoning::1,1M,26,multi_session_reasoning,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,True,21,21,9,0,12,0,
1M::26::multi_session_reasoning::2,1M,26,multi_session_reasoning,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,True,2,2,0,0,2,0,
1M::26::preference_following::1,1M,26,preference_following,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,False,3,3,0,0,3,0,
1M::26::preference_following::2,1M,26,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,4,4,4,0,0,0,
1M::26::summarization::1,1M,26,summarization,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,False,15,15,11,0,4,0,
1M::26::summarization::2,1M,26,summarization,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,False,13,13,8,0,5,0,
1M::26::temporal_reasoning::1,1M,26,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,
1M::26::temporal_reasoning::2,1M,26,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::27::abstention::1,1M,27,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::27::abstention::2,1M,27,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::27::contradiction_resolution::1,1M,27,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,5,5,5,0,0,0,
1M::27::contradiction_resolution::2,1M,27,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,
1M::27::event_ordering::1,1M,27,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,34,34,34,0,0,0,
1M::27::event_ordering::2,1M,27,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,33,33,33,0,0,0,
1M::27::information_extraction::1,1M,27,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,3,3,3,0,0,0,
1M::27::information_extraction::2,1M,27,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,6,6,6,0,0,0,
1M::27::instruction_following::1,1M,27,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::27::instruction_following::2,1M,27,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::27::knowledge_update::1,1M,27,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::27::knowledge_update::2,1M,27,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,
1M::27::multi_session_reasoning::1,1M,27,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,14,14,14,0,0,0,
1M::27::multi_session_reasoning::2,1M,27,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,7,7,7,0,0,0,
1M::27::preference_following::1,1M,27,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
1M::27::preference_following::2,1M,27,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
1M::27::summarization::1,1M,27,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,28,28,28,0,0,0,
1M::27::summarization::2,1M,27,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,5,5,5,0,0,0,
1M::27::temporal_reasoning::1,1M,27,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::27::temporal_reasoning::2,1M,27,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,
1M::28::abstention::1,1M,28,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::28::abstention::2,1M,28,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::28::contradiction_resolution::1,1M,28,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,
1M::28::contradiction_resolution::2,1M,28,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,7,7,7,0,0,0,
1M::28::event_ordering::1,1M,28,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,32,32,32,0,0,0,
1M::28::event_ordering::2,1M,28,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,41,41,41,0,0,0,
1M::28::information_extraction::1,1M,28,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,
1M::28::information_extraction::2,1M,28,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,3,3,3,0,0,0,
1M::28::instruction_following::1,1M,28,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::28::instruction_following::2,1M,28,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::28::knowledge_update::1,1M,28,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::28::knowledge_update::2,1M,28,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,5,5,5,0,0,0,
1M::28::multi_session_reasoning::1,1M,28,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
1M::28::multi_session_reasoning::2,1M,28,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,
1M::28::preference_following::1,1M,28,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
1M::28::preference_following::2,1M,28,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
1M::28::summarization::1,1M,28,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,16,16,16,0,0,0,
1M::28::summarization::2,1M,28,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,23,23,23,0,0,0,
1M::28::temporal_reasoning::1,1M,28,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,
1M::28::temporal_reasoning::2,1M,28,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::29::abstention::1,1M,29,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::29::abstention::2,1M,29,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::29::contradiction_resolution::1,1M,29,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::29::contradiction_resolution::2,1M,29,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::29::event_ordering::1,1M,29,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,28,28,28,0,0,0,
1M::29::event_ordering::2,1M,29,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,30,30,30,0,0,0,
1M::29::information_extraction::1,1M,29,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
1M::29::information_extraction::2,1M,29,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,4,4,4,0,0,0,
1M::29::instruction_following::1,1M,29,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
1M::29::instruction_following::2,1M,29,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::29::knowledge_update::1,1M,29,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::29::knowledge_update::2,1M,29,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::29::multi_session_reasoning::1,1M,29,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,18,18,18,0,0,0,
1M::29::multi_session_reasoning::2,1M,29,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,6,6,6,0,0,0,
1M::29::preference_following::1,1M,29,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,4,4,4,0,0,0,
1M::29::preference_following::2,1M,29,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
1M::29::summarization::1,1M,29,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,18,18,18,0,0,0,
1M::29::summarization::2,1M,29,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,32,32,32,0,0,0,
1M::29::temporal_reasoning::1,1M,29,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::29::temporal_reasoning::2,1M,29,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,
1M::30::abstention::1,1M,30,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::30::abstention::2,1M,30,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::30::contradiction_resolution::1,1M,30,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::30::contradiction_resolution::2,1M,30,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,5,5,5,0,0,0,
1M::30::event_ordering::1,1M,30,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,33,33,33,0,0,0,
1M::30::event_ordering::2,1M,30,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,42,42,42,0,0,0,
1M::30::information_extraction::1,1M,30,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
1M::30::information_extraction::2,1M,30,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,
1M::30::instruction_following::1,1M,30,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::30::instruction_following::2,1M,30,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::30::knowledge_update::1,1M,30,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,5,5,5,0,0,0,
1M::30::knowledge_update::2,1M,30,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::30::multi_session_reasoning::1,1M,30,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,4,4,4,0,0,0,
1M::30::multi_session_reasoning::2,1M,30,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
1M::30::preference_following::1,1M,30,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
1M::30::preference_following::2,1M,30,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
1M::30::summarization::1,1M,30,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,21,21,21,0,0,0,
1M::30::summarization::2,1M,30,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,6,6,6,0,0,0,
1M::30::temporal_reasoning::1,1M,30,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,7,7,7,0,0,0,
1M::30::temporal_reasoning::2,1M,30,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,
1M::31::abstention::1,1M,31,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::31::abstention::2,1M,31,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::31::contradiction_resolution::1,1M,31,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::31::contradiction_resolution::2,1M,31,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::31::event_ordering::1,1M,31,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,35,35,35,0,0,0,
1M::31::event_ordering::2,1M,31,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,29,29,29,0,0,0,
1M::31::information_extraction::1,1M,31,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
1M::31::information_extraction::2,1M,31,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,3,3,3,0,0,0,
1M::31::instruction_following::1,1M,31,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::31::instruction_following::2,1M,31,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::31::knowledge_update::1,1M,31,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,5,5,5,0,0,0,
1M::31::knowledge_update::2,1M,31,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,5,5,5,0,0,0,
1M::31::multi_session_reasoning::1,1M,31,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,
1M::31::multi_session_reasoning::2,1M,31,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,29,29,29,0,0,0,
1M::31::preference_following::1,1M,31,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
1M::31::preference_following::2,1M,31,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
1M::31::summarization::1,1M,31,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,69,69,69,0,0,0,
1M::31::summarization::2,1M,31,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,6,6,6,0,0,0,
1M::31::temporal_reasoning::1,1M,31,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::31::temporal_reasoning::2,1M,31,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,7,7,7,0,0,0,
1M::32::abstention::1,1M,32,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::32::abstention::2,1M,32,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::32::contradiction_resolution::1,1M,32,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::32::contradiction_resolution::2,1M,32,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::32::event_ordering::1,1M,32,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,34,34,34,0,0,0,
1M::32::event_ordering::2,1M,32,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,30,30,30,0,0,0,
