audit_question_id,tier,conversation_id,ability,category,source_shape,source_field_present,conversation_reference_present,conversation_references_present,raw_source_ref_count,unique_source_id_count,matched_source_id_count,unmatched_source_id_count,ambiguous_source_id_count,duplicate_source_ref_id_count,source_parse_error,raw_source_ids,unique_source_ids,matched_source_ids,unmatched_source_ids,ambiguous_source_ids,duplicate_source_refs
1M::26::information_extraction::1,1M,26,information_extraction,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,True,False,1,1,0,0,1,0,,[240],[240],[],[],[240],[]
1M::26::information_extraction::2,1M,26,information_extraction,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,True,False,3,3,0,0,3,0,,"[303, 311, 313]","[303, 311, 313]",[],[],"[303, 311, 313]",[]
1M::26::instruction_following::1,1M,26,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[1988],[1988],[1988],[],[],[]
1M::26::instruction_following::2,1M,26,instruction_following,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,False,1,1,0,0,1,0,,[226],[226],[],[],[226],[]
1M::26::knowledge_update::1,1M,26,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[794, 986]","[794, 986]","[794, 986]",[],[],[]
1M::26::knowledge_update::2,1M,26,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,,"[1254, 1268, 1528]","[1254, 1268, 1528]","[1254, 1268, 1528]",[],[],[]
1M::26::multi_session_reasoning::1,1M,26,multi_session_reasoning,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,True,21,21,9,0,12,0,,"[36, 250, 251, 1000, 1001, 1002, 1003, 1276, 1277, 1282, 1283, 1290, 246, 247, 248, 264, 265, 266, 267, 268, 269]","[36, 250, 251, 1000, 1001, 1002, 1003, 1276, 1277, 1282, 1283, 1290, 246, 247, 248, 264, 265, 266, 267, 268, 269]","[1000, 1001, 1002, 1003, 1276, 1277, 1282, 1283, 1290]",[],"[36, 246, 247, 248, 250, 251, 264, 265, 266, 267, 268, 269]",[]
1M::26::multi_session_reasoning::2,1M,26,multi_session_reasoning,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,True,2,2,0,0,2,0,,"[50, 60]","[50, 60]",[],[],"[50, 60]",[]
1M::26::preference_following::1,1M,26,preference_following,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,False,3,3,0,0,3,0,,"[210, 216, 222]","[210, 216, 222]",[],[],"[210, 216, 222]",[]
1M::26::preference_following::2,1M,26,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,4,4,4,0,0,0,,"[726, 738, 748, 752]","[726, 738, 748, 752]","[726, 738, 748, 752]",[],[],[]
1M::26::summarization::1,1M,26,summarization,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,False,15,15,11,0,4,0,,"[51, 61, 67, 299, 549, 559, 843, 849, 1051, 1063, 1307, 1313, 1315, 1321, 1575]","[51, 61, 67, 299, 549, 559, 843, 849, 1051, 1063, 1307, 1313, 1315, 1321, 1575]","[549, 559, 843, 849, 1051, 1063, 1307, 1313, 1315, 1321, 1575]",[],"[51, 61, 67, 299]",[]
1M::26::summarization::2,1M,26,summarization,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,False,13,13,8,0,5,0,,"[56, 57, 59, 65, 75, 653, 819, 1023, 1383, 1665, 1671, 1923, 1945]","[56, 57, 59, 65, 75, 653, 819, 1023, 1383, 1665, 1671, 1923, 1945]","[653, 819, 1023, 1383, 1665, 1671, 1923, 1945]",[],"[56, 57, 59, 65, 75]",[]
1M::26::temporal_reasoning::1,1M,26,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,,"[994, 994]",[994],[994],[],[],[994]
1M::26::temporal_reasoning::2,1M,26,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[1260, 1268]","[1260, 1268]","[1260, 1268]",[],[],[]
1M::27::contradiction_resolution::1,1M,27,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,5,5,5,0,0,0,,"[200, 222, 226, 228, 230]","[200, 222, 226, 228, 230]","[200, 222, 226, 228, 230]",[],[],[]
1M::27::contradiction_resolution::2,1M,27,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,,"[612, 614, 616, 574, 580, 584]","[612, 614, 616, 574, 580, 584]","[574, 580, 584, 612, 614, 616]",[],[],[]
1M::27::event_ordering::1,1M,27,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,34,34,34,0,0,0,,"[24, 26, 30, 34, 36, 242, 248, 250, 530, 542, 812, 818, 824, 852, 954, 960, 962, 1052, 1084, 1090, 1096, 1098, 1306, 1320, 1322, 1324, 1336, 1338, 1540, 1794, 1796, 1798, 2032, 2046]","[24, 26, 30, 34, 36, 242, 248, 250, 530, 542, 812, 818, 824, 852, 954, 960, 962, 1052, 1084, 1090, 1096, 1098, 1306, 1320, 1322, 1324, 1336, 1338, 1540, 1794, 1796, 1798, 2032, 2046]","[24, 26, 30, 34, 36, 242, 248, 250, 530, 542, 812, 818, 824, 852, 954, 960, 962, 1052, 1084, 1090, 1096, 1098, 1306, 1320, 1322, 1324, 1336, 1338, 1540, 1794, 1796, 1798, 2032, 2046]",[],[],[]
1M::27::event_ordering::2,1M,27,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,33,33,33,0,0,0,,"[180, 184, 190, 240, 246, 252, 254, 554, 556, 558, 568, 778, 784, 788, 992, 998, 1000, 1196, 1202, 1208, 1452, 1454, 1464, 1466, 1660, 1670, 1676, 1936, 1940, 1946, 2172, 2178, 2180]","[180, 184, 190, 240, 246, 252, 254, 554, 556, 558, 568, 778, 784, 788, 992, 998, 1000, 1196, 1202, 1208, 1452, 1454, 1464, 1466, 1660, 1670, 1676, 1936, 1940, 1946, 2172, 2178, 2180]","[180, 184, 190, 240, 246, 252, 254, 554, 556, 558, 568, 778, 784, 788, 992, 998, 1000, 1196, 1202, 1208, 1452, 1454, 1464, 1466, 1660, 1670, 1676, 1936, 1940, 1946, 2172, 2178, 2180]",[],[],[]
1M::27::information_extraction::1,1M,27,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,3,3,3,0,0,0,,"[572, 578, 582]","[572, 578, 582]","[572, 578, 582]",[],[],[]
1M::27::information_extraction::2,1M,27,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,6,6,6,0,0,0,,"[574, 575, 580, 581, 584, 585]","[574, 575, 580, 581, 584, 585]","[574, 575, 580, 581, 584, 585]",[],[],[]
1M::27::instruction_following::1,1M,27,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[404],[404],[404],[],[],[]
1M::27::instruction_following::2,1M,27,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[1232],[1232],[1232],[],[],[]
1M::27::knowledge_update::1,1M,27,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[256, 402]","[256, 402]","[256, 402]",[],[],[]
1M::27::knowledge_update::2,1M,27,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,,"[1230, 1230]",[1230],[1230],[],[],[1230]
1M::27::multi_session_reasoning::1,1M,27,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,14,14,14,0,0,0,,"[80, 81, 336, 337, 342, 343, 350, 351, 572, 573, 578, 579, 582, 583]","[80, 81, 336, 337, 342, 343, 350, 351, 572, 573, 578, 579, 582, 583]","[80, 81, 336, 337, 342, 343, 350, 351, 572, 573, 578, 579, 582, 583]",[],[],[]
1M::27::multi_session_reasoning::2,1M,27,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,7,7,7,0,0,0,,"[316, 322, 530, 542, 758, 952, 956]","[316, 322, 530, 542, 758, 952, 956]","[316, 322, 530, 542, 758, 952, 956]",[],[],[]
1M::27::preference_following::1,1M,27,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,,"[134, 144, 152]","[134, 144, 152]","[134, 144, 152]",[],[],[]
1M::27::preference_following::2,1M,27,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,,"[276, 282, 290]","[276, 282, 290]","[276, 282, 290]",[],[],[]
1M::27::summarization::1,1M,27,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,28,28,28,0,0,0,,"[23, 29, 377, 385, 387, 401, 555, 557, 719, 725, 731, 1213, 1219, 1223, 1229, 1473, 1479, 1483, 1487, 1681, 1687, 1695, 1953, 1959, 1967, 2189, 2195, 2199]","[23, 29, 377, 385, 387, 401, 555, 557, 719, 725, 731, 1213, 1219, 1223, 1229, 1473, 1479, 1483, 1487, 1681, 1687, 1695, 1953, 1959, 1967, 2189, 2195, 2199]","[23, 29, 377, 385, 387, 401, 555, 557, 719, 725, 731, 1213, 1219, 1223, 1229, 1473, 1479, 1483, 1487, 1681, 1687, 1695, 1953, 1959, 1967, 2189, 2195, 2199]",[],[],[]
1M::27::summarization::2,1M,27,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,5,5,5,0,0,0,,"[1240, 1496, 1501, 1710, 1986]","[1240, 1496, 1501, 1710, 1986]","[1240, 1496, 1501, 1710, 1986]",[],[],[]
1M::27::temporal_reasoning::1,1M,27,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[54, 1472]","[54, 1472]","[54, 1472]",[],[],[]
1M::27::temporal_reasoning::2,1M,27,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,,"[358, 366, 372, 1680, 1686, 1694]","[358, 366, 372, 1680, 1686, 1694]","[358, 366, 372, 1680, 1686, 1694]",[],[],[]
1M::28::contradiction_resolution::1,1M,28,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,,"[278, 284, 286, 292, 400, 402]","[278, 284, 286, 292, 400, 402]","[278, 284, 286, 292, 400, 402]",[],[],[]
1M::28::contradiction_resolution::2,1M,28,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,7,7,7,0,0,0,,"[514, 520, 522, 526, 528, 680, 682]","[514, 520, 522, 526, 528, 680, 682]","[514, 520, 522, 526, 528, 680, 682]",[],[],[]
1M::28::event_ordering::1,1M,28,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,32,32,32,0,0,0,,"[26, 32, 40, 202, 212, 216, 406, 412, 416, 420, 684, 696, 698, 886, 894, 896, 898, 1090, 1100, 1106, 1306, 1312, 1318, 1514, 1522, 1524, 1532, 1774, 1778, 1780, 2012, 2014]","[26, 32, 40, 202, 212, 216, 406, 412, 416, 420, 684, 696, 698, 886, 894, 896, 898, 1090, 1100, 1106, 1306, 1312, 1318, 1514, 1522, 1524, 1532, 1774, 1778, 1780, 2012, 2014]","[26, 32, 40, 202, 212, 216, 406, 412, 416, 420, 684, 696, 698, 886, 894, 896, 898, 1090, 1100, 1106, 1306, 1312, 1318, 1514, 1522, 1524, 1532, 1774, 1778, 1780, 2012, 2014]",[],[],[]
1M::28::event_ordering::2,1M,28,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,41,41,41,0,0,0,,"[30, 36, 42, 220, 226, 228, 234, 422, 428, 436, 438, 440, 444, 446, 448, 702, 712, 716, 720, 904, 906, 914, 918, 922, 1108, 1114, 1124, 1126, 1324, 1332, 1340, 1544, 1546, 1548, 1558, 1794, 1798, 1804, 1806, 1808, 1816]","[30, 36, 42, 220, 226, 228, 234, 422, 428, 436, 438, 440, 444, 446, 448, 702, 712, 716, 720, 904, 906, 914, 918, 922, 1108, 1114, 1124, 1126, 1324, 1332, 1340, 1544, 1546, 1548, 1558, 1794, 1798, 1804, 1806, 1808, 1816]","[30, 36, 42, 220, 226, 228, 234, 422, 428, 436, 438, 440, 444, 446, 448, 702, 712, 716, 720, 904, 906, 914, 918, 922, 1108, 1114, 1124, 1126, 1324, 1332, 1340, 1544, 1546, 1548, 1558, 1794, 1798, 1804, 1806, 1808, 1816]",[],[],[]
1M::28::information_extraction::1,1M,28,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,,"[256, 262]","[256, 262]","[256, 262]",[],[],[]
1M::28::information_extraction::2,1M,28,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,3,3,3,0,0,0,,"[261, 267, 271]","[261, 267, 271]","[261, 267, 271]",[],[],[]
1M::28::instruction_following::1,1M,28,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[398],[398],[398],[],[],[]
1M::28::instruction_following::2,1M,28,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[676],[676],[676],[],[],[]
1M::28::knowledge_update::1,1M,28,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,,"[222, 230, 236, 396]","[222, 230, 236, 396]","[222, 230, 236, 396]",[],[],[]
1M::28::knowledge_update::2,1M,28,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,5,5,5,0,0,0,,"[424, 430, 670, 672, 674]","[424, 430, 670, 672, 674]","[424, 430, 670, 672, 674]",[],[],[]
1M::28::multi_session_reasoning::1,1M,28,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,,"[1006, 1012, 1018]","[1006, 1012, 1018]","[1006, 1012, 1018]",[],[],[]
1M::28::multi_session_reasoning::2,1M,28,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,,"[226, 228, 1324, 1340, 914]","[226, 228, 1324, 1340, 914]","[226, 228, 914, 1324, 1340]",[],[],[]
1M::28::preference_following::1,1M,28,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,,"[142, 148, 152]","[142, 148, 152]","[142, 148, 152]",[],[],[]
1M::28::preference_following::2,1M,28,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,,"[814, 818, 828]","[814, 818, 828]","[814, 818, 828]",[],[],[]
1M::28::summarization::1,1M,28,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,16,16,16,0,0,0,,"[49, 55, 61, 225, 233, 517, 531, 777, 783, 787, 789, 985, 997, 1183, 1191, 1199]","[49, 55, 61, 225, 233, 517, 531, 777, 783, 787, 789, 985, 997, 1183, 1191, 1199]","[49, 55, 61, 225, 233, 517, 531, 777, 783, 787, 789, 985, 997, 1183, 1191, 1199]",[],[],[]
1M::28::summarization::2,1M,28,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,23,23,23,0,0,0,,"[176, 177, 179, 193, 357, 375, 377, 593, 621, 629, 833, 1245, 1261, 1463, 1473, 1713, 1721, 1955, 1959, 1961, 1975, 1977, 1979]","[176, 177, 179, 193, 357, 375, 377, 593, 621, 629, 833, 1245, 1261, 1463, 1473, 1713, 1721, 1955, 1959, 1961, 1975, 1977, 1979]","[176, 177, 179, 193, 357, 375, 377, 593, 621, 629, 833, 1245, 1261, 1463, 1473, 1713, 1721, 1955, 1959, 1961, 1975, 1977, 1979]",[],[],[]
1M::28::temporal_reasoning::1,1M,28,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,,"[260, 266, 270, 86, 90, 94]","[260, 266, 270, 86, 90, 94]","[86, 90, 94, 260, 266, 270]",[],[],[]
1M::28::temporal_reasoning::2,1M,28,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[60, 1112]","[60, 1112]","[60, 1112]",[],[],[]
1M::29::contradiction_resolution::1,1M,29,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,,"[412, 306, 312, 320]","[412, 306, 312, 320]","[306, 312, 320, 412]",[],[],[]
1M::29::contradiction_resolution::2,1M,29,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,,"[610, 442, 448, 452]","[610, 442, 448, 452]","[442, 448, 452, 610]",[],[],[]
1M::29::event_ordering::1,1M,29,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,28,28,28,0,0,0,,"[30, 32, 34, 36, 44, 214, 222, 224, 418, 430, 436, 612, 820, 822, 832, 836, 1020, 1028, 1208, 1216, 1404, 1406, 1412, 1416, 1626, 1630, 1636, 1820]","[30, 32, 34, 36, 44, 214, 222, 224, 418, 430, 436, 612, 820, 822, 832, 836, 1020, 1028, 1208, 1216, 1404, 1406, 1412, 1416, 1626, 1630, 1636, 1820]","[30, 32, 34, 36, 44, 214, 222, 224, 418, 430, 436, 612, 820, 822, 832, 836, 1020, 1028, 1208, 1216, 1404, 1406, 1412, 1416, 1626, 1630, 1636, 1820]",[],[],[]
1M::29::event_ordering::2,1M,29,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,30,30,30,0,0,0,,"[70, 72, 74, 82, 250, 260, 266, 460, 466, 472, 792, 800, 806, 862, 868, 870, 1058, 1066, 1072, 1376, 1382, 1388, 1598, 1610, 1792, 1800, 1808, 1998, 2004, 2010]","[70, 72, 74, 82, 250, 260, 266, 460, 466, 472, 792, 800, 806, 862, 868, 870, 1058, 1066, 1072, 1376, 1382, 1388, 1598, 1610, 1792, 1800, 1808, 1998, 2004, 2010]","[70, 72, 74, 82, 250, 260, 266, 460, 466, 472, 792, 800, 806, 862, 868, 870, 1058, 1066, 1072, 1376, 1382, 1388, 1598, 1610, 1792, 1800, 1808, 1998, 2004, 2010]",[],[],[]
1M::29::information_extraction::1,1M,29,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[36],[36],[36],[],[],[]
1M::29::information_extraction::2,1M,29,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,4,4,4,0,0,0,,"[310, 311, 316, 317]","[310, 311, 316, 317]","[310, 311, 316, 317]",[],[],[]
1M::29::instruction_following::1,1M,29,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[408, 410]","[408, 410]","[408, 410]",[],[],[]
1M::29::instruction_following::2,1M,29,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[1016],[1016],[1016],[],[],[]
1M::29::knowledge_update::1,1M,29,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[478, 606]","[478, 606]","[478, 606]",[],[],[]
1M::29::knowledge_update::2,1M,29,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,,"[1378, 1384, 1392, 1394]","[1378, 1384, 1392, 1394]","[1378, 1384, 1392, 1394]",[],[],[]
1M::29::multi_session_reasoning::1,1M,29,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,18,18,18,0,0,0,,"[86, 90, 96, 272, 278, 284, 478, 880, 886, 892, 1078, 1266, 1681, 1694, 1878, 1884, 1891, 1893]","[86, 90, 96, 272, 278, 284, 478, 880, 886, 892, 1078, 1266, 1681, 1694, 1878, 1884, 1891, 1893]","[86, 90, 96, 272, 278, 284, 478, 880, 886, 892, 1078, 1266, 1681, 1694, 1878, 1884, 1891, 1893]",[],[],[]
1M::29::multi_session_reasoning::2,1M,29,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,6,6,6,0,0,0,,"[86, 87, 90, 91, 1984, 1985]","[86, 87, 90, 91, 1984, 1985]","[86, 87, 90, 91, 1984, 1985]",[],[],[]
1M::29::preference_following::1,1M,29,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,4,4,4,0,0,0,,"[1316, 1322, 1326, 1330]","[1316, 1322, 1326, 1330]","[1316, 1322, 1326, 1330]",[],[],[]
1M::29::preference_following::2,1M,29,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[1524, 1528]","[1524, 1528]","[1524, 1528]",[],[],[]
1M::29::summarization::1,1M,29,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,18,18,18,0,0,0,,"[22, 25, 27, 29, 217, 227, 421, 433, 831, 1025, 1031, 1035, 1215, 1221, 1409, 1419, 1629, 1823]","[22, 25, 27, 29, 217, 227, 421, 433, 831, 1025, 1031, 1035, 1215, 1221, 1409, 1419, 1629, 1823]","[22, 25, 27, 29, 217, 227, 421, 433, 831, 1025, 1031, 1035, 1215, 1221, 1409, 1419, 1629, 1823]",[],[],[]
1M::29::summarization::2,1M,29,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,32,32,32,0,0,0,,"[87, 91, 97, 287, 299, 479, 489, 491, 675, 677, 679, 685, 687, 693, 695, 881, 887, 893, 1079, 1267, 1273, 1279, 1461, 1469, 1475, 1681, 1691, 1695, 1879, 1885, 1891, 1893]","[87, 91, 97, 287, 299, 479, 489, 491, 675, 677, 679, 685, 687, 693, 695, 881, 887, 893, 1079, 1267, 1273, 1279, 1461, 1469, 1475, 1681, 1691, 1695, 1879, 1885, 1891, 1893]","[87, 91, 97, 287, 299, 479, 489, 491, 675, 677, 679, 685, 687, 693, 695, 881, 887, 893, 1079, 1267, 1273, 1279, 1461, 1469, 1475, 1681, 1691, 1695, 1879, 1885, 1891, 1893]",[],[],[]
1M::29::temporal_reasoning::1,1M,29,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[846, 840]","[846, 840]","[840, 846]",[],[],[]
1M::29::temporal_reasoning::2,1M,29,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,,"[1060, 1060]",[1060],[1060],[],[],[1060]
1M::30::contradiction_resolution::1,1M,30,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,,"[358, 372, 496]","[358, 372, 496]","[358, 372, 496]",[],[],[]
1M::30::contradiction_resolution::2,1M,30,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,5,5,5,0,0,0,,"[966, 976, 992, 998, 1062]","[966, 976, 992, 998, 1062]","[966, 976, 992, 998, 1062]",[],[],[]
1M::30::event_ordering::1,1M,30,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,33,33,33,0,0,0,,"[44, 60, 62, 64, 272, 276, 282, 776, 778, 784, 792, 794, 802, 804, 806, 522, 524, 526, 528, 530, 1304, 1310, 1712, 1714, 1720, 1722, 1726, 1942, 1950, 1956, 2152, 2160, 2162]","[44, 60, 62, 64, 272, 276, 282, 776, 778, 784, 792, 794, 802, 804, 806, 522, 524, 526, 528, 530, 1304, 1310, 1712, 1714, 1720, 1722, 1726, 1942, 1950, 1956, 2152, 2160, 2162]","[44, 60, 62, 64, 272, 276, 282, 522, 524, 526, 528, 530, 776, 778, 784, 792, 794, 802, 804, 806, 1304, 1310, 1712, 1714, 1720, 1722, 1726, 1942, 1950, 1956, 2152, 2160, 2162]",[],[],[]
1M::30::event_ordering::2,1M,30,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,42,42,42,0,0,0,,"[28, 34, 290, 292, 294, 304, 316, 318, 542, 544, 546, 554, 556, 566, 568, 570, 814, 824, 832, 1108, 1118, 1124, 1318, 1320, 1326, 1328, 1530, 1536, 1542, 1730, 1738, 1744, 1958, 1964, 1970, 2166, 2172, 2174, 2176, 2186, 2188, 2190]","[28, 34, 290, 292, 294, 304, 316, 318, 542, 544, 546, 554, 556, 566, 568, 570, 814, 824, 832, 1108, 1118, 1124, 1318, 1320, 1326, 1328, 1530, 1536, 1542, 1730, 1738, 1744, 1958, 1964, 1970, 2166, 2172, 2174, 2176, 2186, 2188, 2190]","[28, 34, 290, 292, 294, 304, 316, 318, 542, 544, 546, 554, 556, 566, 568, 570, 814, 824, 832, 1108, 1118, 1124, 1318, 1320, 1326, 1328, 1530, 1536, 1542, 1730, 1738, 1744, 1958, 1964, 1970, 2166, 2172, 2174, 2176, 2186, 2188, 2190]",[],[],[]
1M::30::information_extraction::1,1M,30,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[756],[756],[756],[],[],[]
1M::30::information_extraction::2,1M,30,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,,"[966, 967]","[966, 967]","[966, 967]",[],[],[]
1M::30::instruction_following::1,1M,30,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[748],[748],[748],[],[],[]
1M::30::instruction_following::2,1M,30,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[1056],[1056],[1056],[],[],[]
1M::30::knowledge_update::1,1M,30,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,5,5,5,0,0,0,,"[1110, 1112, 1114, 1120, 1274]","[1110, 1112, 1114, 1120, 1274]","[1110, 1112, 1114, 1120, 1274]",[],[],[]
1M::30::knowledge_update::2,1M,30,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,,"[1358, 1366, 1372, 1480]","[1358, 1366, 1372, 1480]","[1358, 1366, 1372, 1480]",[],[],[]
1M::30::multi_session_reasoning::1,1M,30,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,4,4,4,0,0,0,,"[694, 975, 1216, 1217]","[694, 975, 1216, 1217]","[694, 975, 1216, 1217]",[],[],[]
1M::30::multi_session_reasoning::2,1M,30,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,,"[1214, 1424, 1430]","[1214, 1424, 1430]","[1214, 1424, 1430]",[],[],[]
1M::30::preference_following::1,1M,30,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[174, 198]","[174, 198]","[174, 198]",[],[],[]
1M::30::preference_following::2,1M,30,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,,"[710, 716, 724]","[710, 716, 724]","[710, 716, 724]",[],[],[]
1M::30::summarization::1,1M,30,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,21,21,21,0,0,0,,"[46, 47, 50, 51, 66, 67, 268, 269, 520, 535, 1313, 1317, 1513, 1517, 1527, 1711, 1725, 1949, 1955, 2151, 2157]","[46, 47, 50, 51, 66, 67, 268, 269, 520, 535, 1313, 1317, 1513, 1517, 1527, 1711, 1725, 1949, 1955, 2151, 2157]","[46, 47, 50, 51, 66, 67, 268, 269, 520, 535, 1313, 1317, 1513, 1517, 1527, 1711, 1725, 1949, 1955, 2151, 2157]",[],[],[]
1M::30::summarization::2,1M,30,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,6,6,6,0,0,0,,"[1, 3, 21, 259, 511, 767]","[1, 3, 21, 259, 511, 767]","[1, 3, 21, 259, 511, 767]",[],[],[]
1M::30::temporal_reasoning::1,1M,30,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,7,7,7,0,0,0,,"[1868, 1882, 1894, 1896, 330, 340, 350]","[1868, 1882, 1894, 1896, 330, 340, 350]","[330, 340, 350, 1868, 1882, 1894, 1896]",[],[],[]
1M::30::temporal_reasoning::2,1M,30,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,,"[520, 1300, 1302, 1306, 1312, 1316]","[520, 1300, 1302, 1306, 1312, 1316]","[520, 1300, 1302, 1306, 1312, 1316]",[],[],[]
1M::31::contradiction_resolution::1,1M,31,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,,"[406, 232, 244]","[406, 232, 244]","[232, 244, 406]",[],[],[]
