priority,audit_value,file_role,feeds_published,could_contradict,path
A5_SKIP,0.91,log_or_scratch,0.36,0.71,pilots/axis_attack_2026-09-12/round2/r2d_r2.json
A5_SKIP,0.91,result_data,0.37,0.68,drive/audit_layer/conv_5.json
A5_SKIP,0.9,result_data,0.46,0.61,regen/lme/items/07741c44.json
A5_SKIP,0.9,result_data,0.29,0.54,regen/lme/items/0f05491a.json
A5_SKIP,0.9,result_data,0.35,0.65,drive/audit_layer/conv_2.json
A5_SKIP,0.9,log_or_scratch,0.37,0.71,reports/muse_sessions/r2v_r2.json
A5_SKIP,0.88,config_or_meta,0.52,0.58,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/PACKAGE_README.md
A5_SKIP,0.88,result_data,0.53,0.48,verify_top10/audit_v52_t4f0_codex_2026_08_31/REPRESENTATION_REPEATABILITY.csv
A5_SKIP,0.88,analysis_code,0.43,0.72,pilots/axis_attack_2026-09-12/pilot_diagnostics2.py
A5_SKIP,0.88,log_or_scratch,0.39,0.74,reports/muse_sessions/r2d_r2.json
A5_SKIP,0.87,producer_code,0.17,0.46,incoming_20260916b/extracted/LLMZIP_CEZA_KONTROL_2026-09-16/LLMZIP_CEZA_KONTROL_2026-09-16/verify_penalty.py
A5_SKIP,0.87,log_or_scratch,0.28,0.67,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round2/r2a_r2.json
A5_SKIP,0.87,result_data,0.32,0.66,drive/audit_layer/conv_3.json
A5_SKIP,0.87,log_or_scratch,0.28,0.68,drive/audit_layer/conv_8.json
A5_SKIP,0.86,config_or_meta,0.55,0.68,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/source_provenance.json
A5_SKIP,0.86,config_or_meta,0.27,0.73,scratch/download_manifest_1.json
A5_SKIP,0.86,config_or_meta,0.27,0.57,verify_top10/audit_v52_t4f0_codex_2026_08_31/materialization_hash_log.json
A5_SKIP,0.85,result_data,0.21,0.49,regen/lme/items/0977f2af.json
A5_SKIP,0.85,analysis_code,0.29,0.68,scratch/final_analysis.py
A5_SKIP,0.84,config_or_meta,0.26,0.6,incoming_20260916b/extracted/LLMZIP_DENETIM_INCELEMESI_2026-09-16/LLMZIP_DENETIM_INCELEMESI_2026-09-16/SOURCE_HASHES.json
A5_SKIP,0.84,log_or_scratch,0.39,0.7,pilots/axis_attack_2026-09-12/round2/r2b_r2.json
A5_SKIP,0.83,result_data,0.29,0.6,scratch/lv/p1_copy_ns/task3/pairwise_distances.csv
A5_SKIP,0.83,config_or_meta,0.47,0.57,verify_top10/audit_v52_t4f0_codex_2026_08_31/PACKAGE_README.md
A5_SKIP,0.83,config_or_meta,0.39,0.7,verify_top10/audit_v52_t4f0_codex_2026_08_31/pinned_tree_manifest.json
A5_SKIP,0.83,config_or_meta,0.42,0.58,verify_ok/audit_v52_t4f0_codex_2026_08_31/PACKAGE_README.md
A5_SKIP,0.82,result_data,0.4,0.51,verify_top10/audit_v52_t4f0_codex_2026_08_31/duplicate_message_ids.csv
A5_SKIP,0.82,producer_code,0.12,0.48,verify_ok/audit_v52_t4c1/repro/05_itq_orientation_probe.py
A5_SKIP,0.81,log_or_scratch,0.3,0.68,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round2/r2c_r2.json
A5_SKIP,0.81,log_or_scratch,0.35,0.76,scratch/drive_phase3_raw.json
A5_SKIP,0.8,config_or_meta,0.28,0.6,incoming_20260916/extracted/LLMZIP_DENETIM_INCELEMESI_2026-09-16/LLMZIP_DENETIM_INCELEMESI_2026-09-16/SOURCE_HASHES.json
A5_SKIP,0.8,result_data,0.27,0.51,regen/lme/items/0bb5a684.json
A5_SKIP,0.8,analysis_code,0.37,0.7,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/pilot_diagnostics2.py
A5_SKIP,0.8,config_or_meta,0.34,0.72,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/pinned_tree_manifest.json
A5_SKIP,0.8,log_or_scratch,0.38,0.7,pilots/axis_attack_2026-09-12/round2/r2c_r2.json
A5_SKIP,0.78,config_or_meta,0.34,0.65,scratch/build_inventory.py
A5_SKIP,0.77,config_or_meta,0.26,0.61,incoming_20260916b/DELIVERY_RECEIPT.json
A5_SKIP,0.77,producer_code,0.47,0.74,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/common.py
A5_SKIP,0.77,result_data,0.27,0.69,scratch/lv/p2_copy/itq_haar_objective_comparison_2026_09_12/review_agent/objectives.csv
A5_SKIP,0.76,result_data,0.36,0.65,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/memory.json
A5_SKIP,0.76,config_or_meta,0.3,0.7,scratch/lv/p2_copy/itq_haar_objective_comparison_2026_09_12/FILE_HASHES.json
A5_SKIP,0.76,result_data,0.26,0.68,scratch/lv/p2_copy/itq_haar_objective_comparison_2026_09_12/replay/objectives.csv
A5_SKIP,0.75,config_or_meta,0.23,0.55,verify_ok/audit_v52_t4f0_codex_2026_08_31/materialization_hash_log.json
A5_SKIP,0.75,producer_code,0.38,0.73,pilots/axis_attack_2026-09-12/pilot_extra_arms.py
A5_SKIP,0.7,result_data,0.36,0.49,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/duplicate_message_ids.csv
A5_SKIP,0.7,result_data,0.4,0.49,verify_ok/audit_v52_t4f0_codex_2026_08_31/duplicate_message_ids.csv
A5_SKIP,0.69,config_or_meta,0.34,0.68,scratch/download_manifest_2.json
A5_SKIP,0.67,producer_code,0.37,0.72,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/pilot_extra_arms.py
A5_SKIP,0.67,config_or_meta,0.26,0.57,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/materialization_hash_log.json
A5_SKIP,0.67,result_data,0.26,0.69,scratch/lv/p2_copy/itq_haar_objective_comparison_2026_09_12/replay_fresh/objectives.csv
A5_SKIP,0.66,config_or_meta,0.31,0.67,verify_ok/audit_v52_t4f0_codex_2026_08_31/pinned_tree_manifest.json
A5_SKIP,0.65,producer_code,0.5,0.72,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/common.py
A5_SKIP,0.65,result_data,0.19,0.51,regen/lme/items/1568498a.json
A5_SKIP,0.64,log_or_scratch,0.19,0.67,scratch/inspect_binary_geometry.py
A5_SKIP,0.62,config_or_meta,0.27,0.74,scratch/drive_phase4_raw.json
A5_SKIP,0.6,result_data,0.18,0.53,regen/lme/items/16c90bf4.json
A5_SKIP,0.59,producer_code,0.49,0.72,incoming_20260916/extracted/LLMZIP_HATA_YERI_2026-09-16/LLMZIP_HATA_YERI_2026-09-16/previous/scripts/common.py
A5_SKIP,0.59,log_or_scratch,0.39,0.39,scratch/download_batch.py
A5_SKIP,0.58,config_or_meta,0.51,0.51,incoming_20260916/extracted/LLMZIP_HATA_YERI_2026-09-16/LLMZIP_HATA_YERI_2026-09-16/restore_inputs.py
A5_SKIP,0.58,config_or_meta,0.37,0.77,scratch/drive_enum_raw.json
A5_SKIP,0.54,config_or_meta,0.34,0.7,scratch/lv/p1_copy_ns/task3/FITTED_STATE.json
A5_SKIP,0.52,config_or_meta,0.54,0.69,theory_benchmark_test_v1/lme/checkpoints/pkl_manifest.json
A5_SKIP,0.48,config_or_meta,0.27,0.62,incoming_20260916b/_metadata.json
A5_SKIP,0.48,config_or_meta,0.23,0.67,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/environment.json
A5_SKIP,0.47,producer_code,0.37,0.46,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/restore.py
A5_SKIP,0.46,config_or_meta,0.24,0.65,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/environment.json
A5_SKIP,0.45,result_data,0.12,0.43,regen/lme/items/0e4e4c46.json
A5_SKIP,0.45,config_or_meta,0.16,0.7,scratch/drive_search_raw.json
A5_SKIP,0.41,log_or_scratch,0.13,0.51,scratch/enumerate_drive.py
A5_SKIP,0.38,log_or_scratch,0.15,0.52,scratch/ids_and_c0v9.py
A5_SKIP,0.36,producer_code,0.33,0.47,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/restore.py
A5_SKIP,0.28,log_or_scratch,0.14,0.46,scratch/list_zips.py
A5_SKIP,0.26,config_or_meta,0.11,0.61,scratch/lv/p1_copy_ns/ENVIRONMENT.json
A5_SKIP,0.24,config_or_meta,0.08,0.49,scratch/lv/p1_copy_ns/task3/ENVIRONMENT.json
A5_SKIP,0.23,analysis_code,0.28,0.6,agent_out/axis-budget/probe.py
A5_SKIP,0.22,config_or_meta,0.11,0.63,scratch/lv/p1_copy_ns/task2/ENVIRONMENT.json
A5_SKIP,0.2,config_or_meta,0.18,0.66,scratch/drive_phase5_raw.json
A5_SKIP,0.18,log_or_scratch,0.24,0.64,agent_out/bot64-survivor/probe.py
A5_SKIP,0.16,config_or_meta,0.1,0.57,scratch/lv/p2_copy/itq_haar_objective_comparison_2026_09_12/replay/ENVIRONMENT.json
A5_SKIP,0.12,config_or_meta,0.09,0.51,scratch/lv/p2_copy/itq_haar_objective_comparison_2026_09_12/review_agent/ENVIRONMENT.json
A5_SKIP,0.09,config_or_meta,0.09,0.57,scratch/lv/p2_copy/itq_haar_objective_comparison_2026_09_12/replay_fresh/ENVIRONMENT.json
